     0       0       1       0       0      83   0.832046789979E+02   0.259487599098E+03
     0       0       1       0       0      50   0.500146785367E+02   0.259487599098E+03
     0       0       1       0       0      58   0.580696464955E+02   0.259487599098E+03
     0       0       1       0       0     176   0.176157618581E+03   0.259487599098E+03
     0       0       1       0       0      70   0.699132069254E+02   0.259487599098E+03
     0       0       1       0       0     110   0.110330484098E+03   0.259487599098E+03
     0       0       1       0       0     187   0.187102661904E+03   0.259487599098E+03
     0       0       1       0       0      16   0.158863124273E+02   0.259487599098E+03
     0       0       1       0       0     210   0.209501830181E+03   0.259487599098E+03
     0       0       1       0       0      90   0.901923727931E+02   0.259487599098E+03
     0       0       1       0       0     142   0.141574895536E+03   0.259487599098E+03
     0       0       1       0       0     220   0.220416158513E+03   0.259487599098E+03
     0       0       1       0       0     247   0.247337156654E+03   0.259487599098E+03
     0       0       1       0       0     136   0.135679742519E+03   0.259487599098E+03
     0       0       1       0       0     170   0.170371242157E+03   0.259487599098E+03
     0       0       1       0       0      87   0.867440508849E+02   0.259487599098E+03
     0       0       1       0       0      55   0.549661342548E+02   0.259487599098E+03
     0       0       1       0       0     134   0.134449885038E+03   0.259487599098E+03
     0       0       1       0       0     166   0.166472324735E+03   0.259487599098E+03
     0       0       1       0       0     248   0.247756161136E+03   0.259487599098E+03
     0       0       1       0       0       5   0.485254432197E+01   0.259487599098E+03
     0       0       1       0       0     251   0.251332810835E+03   0.259487599098E+03
     0       0       1       0       0     102   0.101816704321E+03   0.259487599098E+03
     0       0       1       0       0      54   0.538959703618E+02   0.259487599098E+03
     0       0       1       0       0      48   0.479940418569E+02   0.259487599098E+03
     0       0       1       0       0       7   0.740789537335E+01   0.259487599098E+03
     0       0       1       0       0      28   0.275101573589E+02   0.259487599098E+03
     0       0       1       0       0     112   0.111660597610E+03   0.259487599098E+03
     0       0       1       0       0     255   0.255260064764E+03   0.259487599098E+03
     0       0       1       0       0      74   0.738255473615E+02   0.259487599098E+03
     0       0       1       0       0      25   0.252541482002E+02   0.259487599098E+03
     0       0       1       0       0     229   0.229445922648E+03   0.259487599098E+03
     0       0       1       0       0      51   0.506240702106E+02   0.259487599098E+03
     0       0       1       0       0      71   0.706004994935E+02   0.259487599098E+03
     0       0       1       0       0     181   0.180879511487E+03   0.259487599098E+03
     0       0       1       0       0     157   0.156965564208E+03   0.259487599098E+03
     0       0       1       0       0      53   0.534833074550E+02   0.259487599098E+03
     0       0       1       0       0      18   0.181341770561E+02   0.259487599098E+03
     0       0       1       0       0      12   0.116637785393E+02   0.259487599098E+03
     0       0       1       0       0     121   0.120893594609E+03   0.259487599098E+03
     0       0       1       0       0     223   0.223185450075E+03   0.259487599098E+03
     0       0       1       0       0     151   0.151250744686E+03   0.259487599098E+03
     0       0       1       0       0      91   0.910454402506E+02   0.259487599098E+03
     0       0       1       0       0     168   0.168232181067E+03   0.259487599098E+03
     0       0       1       0       0     228   0.227996500831E+03   0.259487599098E+03
     0       0       1       0       0     156   0.155784296834E+03   0.259487599098E+03
     0       0       1       0       0     150   0.150300518037E+03   0.259487599098E+03
     0       0       1       0       0     194   0.194229042653E+03   0.259487599098E+03
     0       0       1       0       0     161   0.161477722209E+03   0.259487599098E+03
     0       0       1       0       0     132   0.132457227198E+03   0.259487599098E+03
