TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   7.250 3000  120   1.633    0.068298    0.025590
 
  0  0  0  0         -646.509973
  0  0  2  2          -43.338394
  0  0  4  4           -0.863926
  1  0  0  1            3.332912
  1  0  2  1           -7.385313
  1  0  2  3          273.345161
  1  0  4  3           -0.553613
  1  0  4  5            2.123085
  2  0  0  2           73.770182
  2  0  2  0           -3.105876
  2  0  2  2            6.428312
  2  0  2  4         -254.897099
  2  0  4  2           -0.600684
  2  0  4  4            0.407545
  2  0  4  6           -5.127862
  3  0  0  3           11.240904
  3  0  2  1           -0.400697
  3  0  2  3            2.028628
  3  0  2  5          -46.752804
  3  0  4  1            0.120239
  3  0  4  3           -0.208227
  3  0  4  5            0.365876
  3  0  4  7           -1.263591
  3  3  0  3           -5.074663
  3  3  2  1            1.699097
  3  3  2  2           -0.112887
  3  3  2  3           -5.013471
  3  3  2  4            0.101804
  3  3  2  5           91.499740
  3  3  4  2            0.132019
  3  3  4  3            0.332498
  3  3  4  4           -0.176924
  3  3  4  5           -0.479262
  3  3  4  7            2.649391
  4  0  0  4           -9.398663
  4  0  2  2            0.237303
  4  0  2  4            0.199087
  4  0  2  6            9.150985
  4  0  4  0            0.115369
  4  0  4  2           -0.084879
  4  0  4  8            0.488094
  4  3  0  4            2.764909
  4  3  2  2            0.607650
  4  3  2  3           -0.372361
  4  3  2  4           -1.543126
  4  3  2  5           -0.316589
  4  3  2  6           33.578179
  4  3  4  6           -0.196236
  4  3  4  8            1.302620
  5  0  0  5           -1.978454
  5  0  2  3           -0.318505
  5  0  2  5            0.313698
  5  0  2  7            9.126203
  5  0  4  1           -0.109230
  5  0  4  3            0.090368
  5  0  4  9            0.477336
  5  3  0  5            1.867404
  5  3  2  3            0.159016
  5  3  2  4           -0.033169
  5  3  2  5           -0.388656
  5  3  2  6            0.036940
  5  3  2  7           -3.110044
  5  3  4  9           -0.249549
  6  0  0  6            0.943814
  6  0  2  6            0.055185
  6  0  2  8            1.135249
  6  0  4 10            0.058945
  6  3  0  6            0.087605
  6  3  2  4            0.379459
  6  3  2  6           -0.189245
  6  3  2  8           -4.130570
  6  3  4 10           -0.244697
  6  6  0  6            0.561477
  6  6  2  4           -0.447256
  6  6  2  6            0.380027
  6  6  2  7           -0.033794
  6  6  2  8            4.350187
  6  6  4 10            0.278770
  7  0  0  7           -0.117732
  7  0  2  5           -0.160603
  7  0  2  7            0.052219
  7  0  2  9           -0.548715
  7  0  4 11           -0.039137
  7  3  0  7           -0.522583
  7  3  2  9           -0.598721
  7  3  4 11           -0.018969
  7  6  0  7            0.492212
  7  6  2  5           -0.151297
  7  6  2  7           -0.089453
  7  6  2  9            1.350849
  7  6  4 11            0.101452
  8  0  0  8           -0.065215
  8  0  2 10           -0.277315
  8  0  4 12           -0.030601
  8  3  0  8            0.112951
  8  3  2  6            0.141789
  8  3  2 10            0.225600
  8  3  4 12            0.025622
  8  6  0  8            0.027660
  8  6  2 10            0.094882
  8  6  4 12            0.036901
  9  0  2 11            0.037550
  9  3  0  9            0.063061
  9  3  2 11            0.175193
  9  3  4 13            0.001625
  9  6  0  9           -0.099065
  9  6  2 11           -0.121133
  9  6  4 13           -0.015000
  9  9  0  9            0.133770
  9  9  2  9            0.045282
  9  9  2 11            0.135795
  9  9  4 13           -0.055793
 10  0  0 10            0.059294
 10  0  2 12            0.026361
 10  6  0 10           -0.019968
 10  6  2 12           -0.029958
 10  9  0 10            0.108174
 10  9  2 12            0.041789
 10  9  4 14           -0.008457
 11  3  2 13            0.013280
