TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   6.000 1000   46   1.949    0.379450    0.293937
 
  0  0  0  0         -132.749251
  0  0  2  2          -11.069443
  0  0  4  4           -1.619607
  1  0  0  1           14.313559
  1  0  2  1           15.089527
  1  0  2  3            5.970372
  1  0  4  3            1.883599
  1  0  4  5            1.693460
  2  0  0  2          -63.353764
  2  0  2  0            7.409933
  2  0  2  2          -15.640442
  2  0  2  4            1.308367
  2  0  4  2            1.912968
  2  0  4  4           -1.598491
  2  0  4  6           -1.047970
  3  0  0  3            7.222576
  3  0  2  1           -1.723228
  3  0  2  3           -0.195482
  3  0  2  5           -6.828551
  3  0  4  7           -0.603988
  3  3  0  3           -6.907376
  3  3  2  1           -1.275463
  3  3  2  3            6.383852
  3  3  2  4           -1.445031
  3  3  2  5            8.444790
  3  3  4  7            0.863068
  4  0  0  4            3.107761
  4  0  2  4           -1.479035
  4  0  2  6           -0.734580
  4  3  0  4           -5.829837
  4  3  2  2            1.720108
  4  3  2  4           -0.046895
  4  3  2  6            0.775750
  4  3  4  8            0.372512
  5  0  0  5           -1.472113
  5  0  2  7            0.775975
  6  0  0  6           -2.648898
  6  3  0  6            3.349794
  6  3  2  8           -1.631533
  6  6  0  6           -3.453497
  6  6  2  6           -0.437834
  6  6  2  8            1.133856
  7  0  0  7            1.100644
  7  3  0  7            1.925227
  7  6  0  7           -2.305495
  7  6  2  9            0.697863
