Expectation value of the intra-molecular  PES modulation over H2O v(0,0,0) and H2 v(0)
   Dist  Ngeom  Nfunc
  11.000 10000    66
 
  0  0  0  0           -2.619123
  0  0  2  2           -0.326664
  0  0  4  4            0.006438
  1  0  0  1           -0.523048
  1  0  2  1            0.029765
  1  0  2  3            3.634260
  1  0  4  3            0.015990
  1  0  4  5            0.115033
  1  0  6  7            0.003192
  2  0  0  2           -0.064163
  2  0  2  0            0.000214
  2  0  2  2           -0.003562
  2  0  2  4           -0.205107
  2  0  4  6           -0.006087
  2  2  0  2           -0.348282
  2  2  2  0           -0.001766
  2  2  2  1           -0.010632
  2  2  2  2            0.004516
  2  2  2  3           -0.017743
  2  2  2  4            2.410269
  2  2  4  6            0.080048
  2  2  6  8            0.004377
  3  0  0  3            0.070053
  3  0  2  1           -0.004751
  3  0  2  3            0.004030
  3  0  2  5           -0.275888
  3  0  4  7           -0.011305
  3  2  0  3           -0.224431
  3  2  2  1           -0.007457
  3  2  2  3           -0.002237
  3  2  2  4            0.000691
  3  2  2  5            0.546182
  3  2  4  7            0.029539
  3  2  6  9            0.000991
  4  0  0  4            0.024916
  4  0  2  4           -0.005433
  4  0  2  6           -0.052582
  4  0  4  8           -0.010012
  4  2  0  4           -0.042184
  4  2  2  2           -0.008680
  4  2  2  4            0.004449
  4  2  2  6            0.074960
  4  2  4  8            0.016091
  4  4  0  4           -0.039489
  4  4  2  2            0.004504
  4  4  2  4            0.004036
  4  4  2  5            0.000691
  4  4  2  6            0.131162
  4  4  4  8            0.009435
  5  0  0  5           -0.001537
  5  0  2  7           -0.001846
  5  2  0  5           -0.000836
  5  2  2  7           -0.003857
  5  4  0  5           -0.009350
  5  4  2  5           -0.005929
  5  4  2  7            0.040555
  5  4  4  9            0.000109
  6  0  0  6           -0.010879
  6  0  2  8           -0.005359
  6  0  4 10           -0.004040
  6  2  0  6           -0.004959
  6  2  2  8           -0.008668
  6  2  4 10            0.008565
  6  4  0  6           -0.006009
  6  4  2  8            0.010196
  6  4  4 10            0.006065
