TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   7.500 3000  120   1.633    0.053959    0.020218
 
  0  0  0  0         -584.806392
  0  0  2  2          -39.988022
  0  0  4  4           -0.715652
  1  0  0  1           -6.572404
  1  0  2  1           -5.853942
  1  0  2  3          237.221714
  1  0  4  3           -0.413498
  1  0  4  5            1.350689
  2  0  0  2           53.092827
  2  0  2  0           -2.282843
  2  0  2  2            5.824079
  2  0  2  4         -214.270388
  2  0  4  2           -0.449109
  2  0  4  4            0.313437
  2  0  4  6           -3.782766
  3  0  0  3           15.979015
  3  0  2  1           -0.179419
  3  0  2  3            1.587618
  3  0  2  5          -37.801110
  3  0  4  1            0.078461
  3  0  4  3           -0.177446
  3  0  4  5            0.291214
  3  0  4  7           -0.840434
  3  3  0  3          -15.275984
  3  3  2  1            1.189796
  3  3  2  2           -0.081645
  3  3  2  3           -3.821213
  3  3  2  4            0.165396
  3  3  2  5           73.514325
  3  3  4  2            0.099324
  3  3  4  3            0.256125
  3  3  4  4           -0.133992
  3  3  4  5           -0.365122
  3  3  4  7            1.910637
  4  0  0  4           -6.653304
  4  0  2  2            0.256767
  4  0  2  4            0.025368
  4  0  2  6            7.349790
  4  0  4  0            0.077574
  4  0  4  2           -0.065970
  4  0  4  8            0.325374
  4  3  0  4           -1.559654
  4  3  2  2            0.565337
  4  3  2  3           -0.250286
  4  3  2  4           -1.346081
  4  3  2  5           -0.192569
  4  3  2  6           26.193628
  4  3  4  6           -0.149328
  4  3  4  8            0.893912
  5  0  0  5           -2.081611
  5  0  2  3           -0.241726
  5  0  2  5            0.255905
  5  0  2  7            6.915580
  5  0  4  1           -0.059029
  5  0  4  3            0.041825
  5  0  4  9            0.341448
  5  3  0  5            1.319892
  5  3  2  3            0.136650
  5  3  2  4           -0.034511
  5  3  2  5           -0.270692
  5  3  2  6            0.021840
  5  3  2  7           -2.420660
  5  3  4  9           -0.178120
  6  0  0  6            0.532353
  6  0  2  6            0.016571
  6  0  2  8            0.878591
  6  0  4 10            0.050062
  6  3  0  6            0.417987
  6  3  2  4            0.302345
  6  3  2  6           -0.156604
  6  3  2  8           -3.091095
  6  3  4 10           -0.175133
  6  6  0  6            0.119637
  6  6  2  4           -0.326654
  6  6  2  6            0.273773
  6  6  2  7           -0.021521
  6  6  2  8            3.226559
  6  6  4 10            0.200001
  7  0  0  7           -0.063592
  7  0  2  5           -0.144950
  7  0  2  7            0.061465
  7  0  2  9           -0.431886
  7  0  4 11           -0.027246
  7  3  0  7           -0.318847
  7  3  2  9           -0.459920
  7  3  4 11           -0.016759
  7  6  0  7            0.265252
  7  6  2  5           -0.094018
  7  6  2  7           -0.080848
  7  6  2  9            0.975978
  7  6  4 11            0.065487
  8  0  0  8           -0.045669
  8  0  2 10           -0.213013
  8  0  4 12           -0.029863
  8  3  0  8            0.104116
  8  3  2  6            0.129893
  8  3  2 10            0.177646
  8  3  4 12            0.023915
  8  6  0  8            0.013112
  8  6  2 10            0.057645
  8  6  4 12            0.024316
  9  0  2 11            0.031065
  9  3  0  9            0.024779
  9  3  2 11            0.143706
  9  3  4 13            0.011360
  9  6  0  9           -0.072323
  9  6  2 11           -0.082742
  9  6  4 13           -0.009012
  9  9  0  9            0.092792
  9  9  2  9            0.015874
  9  9  2 11            0.111180
  9  9  4 13           -0.040238
 10  0  0 10            0.033596
 10  0  2 12            0.037204
 10  6  0 10            0.019838
 10  6  2 12           -0.019740
 10  9  0 10            0.053943
 10  9  2 12            0.019480
 10  9  4 14           -0.004111
 11  3  2 13           -0.010927
