TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   4.000 1000   46   1.949    2.957364    2.290888
 
  0  0  0  0        -3244.621816
  0  0  2  2         -366.321219
  0  0  4  4           -6.070163
  1  0  0  1         -460.024706
  1  0  2  1           60.360338
  1  0  2  3          -26.566215
  1  0  4  3            6.002848
  1  0  4  5           -2.146454
  2  0  0  2          257.314048
  2  0  2  0           61.690178
  2  0  2  2          -58.553438
  2  0  2  4          101.562295
  2  0  4  2            3.270792
  2  0  4  4           -6.336513
  2  0  4  6            5.017295
  3  0  0  3          426.159537
  3  0  2  1           11.627025
  3  0  2  3          -34.386211
  3  0  2  5            1.944520
  3  0  4  7           -7.681407
  3  3  0  3         -791.685988
  3  3  2  1          -37.919061
  3  3  2  3           65.261357
  3  3  2  4           -7.515146
  3  3  2  5          -26.039784
  3  3  4  7            9.049626
  4  0  0  4           -7.819163
  4  0  2  4           -1.557028
  4  0  2  6          -17.344986
  4  3  0  4         -296.160329
  4  3  2  2            5.900539
  4  3  2  4           20.116452
  4  3  2  6          -13.723994
  4  3  4  8            8.434598
  5  0  0  5          -77.916693
  5  0  2  7          -12.283625
  6  0  0  6           -7.110512
  6  3  0  6           50.587946
  6  3  2  8           -0.509954
  6  6  0  6          -45.987800
  6  6  2  6           -9.937586
  6  6  2  8            9.695365
  7  0  0  7           11.221893
  7  3  0  7            4.271550
  7  6  0  7          -20.882016
  7  6  2  9           11.962604
